area_code,date_code,years_of_quality_life,sex,age,simd_quintiles,urban_rural_classification
S92000003,2016-2018,65.49,Female,5-9 years,5 - least deprived,All
S92000003,2016-2018,60.81,Female,10-14 years,5 - least deprived,All
S92000003,2016-2018,51.61,Female,20-24 years,5 - least deprived,All
S92000003,2016-2018,13.7,Female,65-69 years,5 - least deprived,All
S92000003,2016-2018,17.4,Female,60-64 years,5 - least deprived,All
S92000003,2016-2018,25.31,Female,50-54 years,5 - least deprived,All
S92000003,2016-2018,47.1,Female,25-29 years,5 - least deprived,All
S92000003,2016-2018,21.26,Female,55-59 years,5 - least deprived,All
S92000003,2016-2018,70.03,Female,0 years,5 - least deprived,All
S92000003,2016-2018,29.49,Female,45-49 years,5 - least deprived,All
S92000003,2016-2018,38.16,Female,35-39 years,5 - least deprived,All
S92000003,2016-2018,33.79,Female,40-44 years,5 - least deprived,All
S92000003,2016-2018,42.62,Female,30-34 years,5 - least deprived,All
S92000003,2016-2018,4.55,Female,80-84 years,4,All
S92000003,2016-2018,2.93,Female,85-89 years,4,All
S92000003,2016-2018,1.93,Female,90 years,4,All
S92000003,2016-2018,66.28,Female,1-4 years,4,All
S92000003,2016-2018,44.45,Female,25-29 years,4,All
S92000003,2016-2018,48.82,Female,20-24 years,4,All
S92000003,2016-2018,40.13,Female,30-34 years,4,All
S92000003,2016-2018,53.26,Female,15-19 years,4,All
S92000003,2016-2018,6.81,Female,75-79 years,4,All
S92000003,2016-2018,9.62,Female,70-74 years,4,All
S92000003,2016-2018,67.03,Female,0 years,4,All
S92000003,2016-2018,62.52,Female,5-9 years,4,All
S92000003,2016-2018,57.85,Female,10-14 years,4,All
S92000003,2016-2018,12.82,Female,65-69 years,4,All
S92000003,2016-2018,16.28,Female,60-64 years,4,All
S92000003,2016-2018,10.25,Female,70-74 years,5 - least deprived,All
S92000003,2016-2018,7.17,Female,75-79 years,5 - least deprived,All
S92000003,2016-2018,56.17,Female,15-19 years,5 - least deprived,All
S92000003,2016-2018,1.81,Female,90 years,5 - least deprived,All
S92000003,2016-2018,69.23,Female,1-4 years,5 - least deprived,All
S92000003,2016-2018,2.88,Female,85-89 years,5 - least deprived,All
S92000003,2016-2018,4.69,Female,80-84 years,5 - least deprived,All
S92000003,2016-2018,5.58,Female,70-74 years,1 - most deprived,All
S92000003,2016-2018,3.09,Female,80-84 years,1 - most deprived,All
S92000003,2016-2018,1.75,Female,90 years,1 - most deprived,All
S92000003,2016-2018,2.28,Female,85-89 years,1 - most deprived,All
S92000003,2016-2018,46.72,Female,5-9 years,1 - most deprived,All
S92000003,2016-2018,42.46,Female,10-14 years,1 - most deprived,All
S92000003,2016-2018,38.23,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,50.78,Female,0 years,1 - most deprived,All
S92000003,2016-2018,50.13,Female,1-4 years,1 - most deprived,All
S92000003,2016-2018,34.13,Female,20-24 years,1 - most deprived,All
S12000010,2016-2018,6.41,Female,75-79 years,All,All
S12000047,2016-2018,5.75,Female,75-79 years,All,All
S12000047,2016-2018,3.89,Female,80-84 years,All,All
S12000049,2016-2018,48.89,Female,10-14 years,All,All
S12000049,2016-2018,44.27,Female,15-19 years,All,All
S12000010,2016-2018,2.72,Female,85-89 years,All,All
S12000010,2016-2018,4.32,Female,80-84 years,All,All
S12000011,2016-2018,35.8,Female,35-39 years,All,All
S12000011,2016-2018,61.89,Female,5-9 years,All,All
S12000011,2016-2018,31.61,Female,40-44 years,All,All
S12000011,2016-2018,65.39,Female,1-4 years,All,All
S12000049,2016-2018,53.63,Female,5-9 years,All,All
S12000047,2016-2018,19.94,Female,50-54 years,All,All
S12000049,2016-2018,57.48,Female,1-4 years,All,All
S12000014,2016-2018,9.37,Female,65-69 years,All,All
S12000014,2016-2018,6.9,Female,70-74 years,All,All
S12000047,2016-2018,34.75,Female,30-34 years,All,All
S12000047,2016-2018,10.82,Female,65-69 years,All,All
S12000047,2016-2018,8.13,Female,70-74 years,All,All
S12000047,2016-2018,1.79,Female,90 years,All,All
S12000049,2016-2018,58.16,Female,0 years,All,All
S12000047,2016-2018,30.79,Female,35-39 years,All,All
S12000047,2016-2018,2.61,Female,85-89 years,All,All
S12000010,2016-2018,11.61,Female,65-69 years,All,All
S12000010,2016-2018,8.86,Female,70-74 years,All,All
S12000011,2016-2018,48.64,Female,20-24 years,All,All
S12000011,2016-2018,53,Female,15-19 years,All,All
S12000011,2016-2018,57.45,Female,10-14 years,All,All
S12000047,2016-2018,13.74,Female,60-64 years,All,All
S12000047,2016-2018,16.73,Female,55-59 years,All,All
S12000011,2016-2018,27.51,Female,45-49 years,All,All
S12000011,2016-2018,44.38,Female,25-29 years,All,All
S12000011,2016-2018,40.01,Female,30-34 years,All,All
S12000011,2016-2018,23.51,Female,50-54 years,All,All
S92000003,2016-2018,40.81,Female,25-29 years,3,All
S92000003,2016-2018,28.54,Female,40-44 years,3,All
S92000003,2016-2018,36.61,Female,30-34 years,3,All
S92000003,2016-2018,61.61,Female,1-4 years,3,All
S92000003,2016-2018,58.1,Female,5-9 years,3,All
S92000003,2016-2018,32.51,Female,35-39 years,3,All
S92000003,2016-2018,45.03,Female,20-24 years,3,All
S92000003,2016-2018,53.7,Female,10-14 years,3,All
S92000003,2016-2018,49.32,Female,15-19 years,3,All
S12000045,2016-2018,41.64,Female,30-34 years,All,All
S12000045,2016-2018,28.63,Female,45-49 years,All,All
S12000045,2016-2018,67.55,Female,1-4 years,All,All
S12000045,2016-2018,68.36,Female,0 years,All,All
S12000045,2016-2018,24.44,Female,50-54 years,All,All
S12000045,2016-2018,32.87,Female,40-44 years,All,All
S12000045,2016-2018,10.1,Female,70-74 years,All,All
S12000045,2016-2018,16.85,Female,60-64 years,All,All
S12000045,2016-2018,64.01,Female,5-9 years,All,All
S12000008,2016-2018,1.67,Female,85-89 years,All,All
S12000045,2016-2018,37.25,Female,35-39 years,All,All
S12000045,2016-2018,13.26,Female,65-69 years,All,All
S12000045,2016-2018,20.61,Female,55-59 years,All,All
S92000003,2016-2018,27.41,Female,35-39 years,2,All
S92000003,2016-2018,23.76,Female,40-44 years,2,All
S92000003,2016-2018,39.55,Female,20-24 years,2,All
S12000008,2016-2018,14.04,Female,55-59 years,All,All
S12000008,2016-2018,20.76,Female,45-49 years,All,All
S12000008,2016-2018,24.43,Female,40-44 years,All,All
S12000008,2016-2018,17.25,Female,50-54 years,All,All
S12000042,2016-2018,22.26,Female,45-49 years,All,All
S12000042,2016-2018,18.83,Female,50-54 years,All,All
S12000008,2016-2018,28.25,Female,35-39 years,All,All
S12000008,2016-2018,45.18,Female,15-19 years,All,All
S12000008,2016-2018,54.28,Female,5-9 years,All,All
S12000042,2016-2018,29.63,Female,35-39 years,All,All
S92000003,2016-2018,43.89,Female,15-19 years,2,All
S12000008,2016-2018,57.96,Female,1-4 years,All,All
S12000042,2016-2018,25.91,Female,40-44 years,All,All
S12000014,2016-2018,3.27,Female,80-84 years,All,All
S12000014,2016-2018,25.64,Female,40-44 years,All,All
S12000014,2016-2018,21.94,Female,45-49 years,All,All
S12000014,2016-2018,12.11,Female,60-64 years,All,All
S12000014,2016-2018,15.09,Female,55-59 years,All,All
S12000047,2016-2018,51.49,Female,10-14 years,All,All
S12000008,2016-2018,11.03,Female,60-64 years,All,All
S12000014,2016-2018,18.37,Female,50-54 years,All,All
S12000047,2016-2018,47.09,Female,15-19 years,All,All
S12000014,2016-2018,4.9,Female,75-79 years,All,All
S12000008,2016-2018,6.08,Female,70-74 years,All,All
S12000008,2016-2018,8.42,Female,65-69 years,All,All
S12000008,2016-2018,2.7,Female,80-84 years,All,All
S12000008,2016-2018,32.34,Female,30-34 years,All,All
S12000008,2016-2018,49.73,Female,10-14 years,All,All
S12000008,2016-2018,4.18,Female,75-79 years,All,All
S92000003,2016-2018,22.72,Female,35-39 years,1 - most deprived,All
S92000003,2016-2018,19.47,Female,40-44 years,1 - most deprived,All
S92000003,2016-2018,30.18,Female,25-29 years,1 - most deprived,All
S92000003,2016-2018,4.17,Female,75-79 years,1 - most deprived,All
S92000003,2016-2018,11.33,Female,55-59 years,1 - most deprived,All
S92000003,2016-2018,16.5,Female,45-49 years,1 - most deprived,All
S92000003,2016-2018,26.33,Female,30-34 years,1 - most deprived,All
S92000003,2016-2018,9.24,Female,60-64 years,1 - most deprived,All
S92000003,2016-2018,7.31,Female,65-69 years,1 - most deprived,All
S92000003,2016-2018,13.75,Female,50-54 years,1 - most deprived,All
S12000014,2016-2018,33.65,Female,30-34 years,All,All
S12000014,2016-2018,29.56,Female,35-39 years,All,All
S12000014,2016-2018,46.63,Female,15-19 years,All,All
S12000014,2016-2018,51.18,Female,10-14 years,All,All
S12000011,2016-2018,66.14,Female,0 years,All,All
S12000010,2016-2018,1.51,Female,90 years,All,All
S12000034,2016-2018,3.97,Female,80-84 years,All,All
S12000034,2016-2018,6.05,Female,75-79 years,All,All
S12000041,2016-2018,63.39,Female,0 years,All,All
S12000034,2016-2018,2.4,Female,85-89 years,All,All
S12000041,2016-2018,62.72,Female,1-4 years,All,All
S12000034,2016-2018,1.71,Female,90 years,All,All
S12000014,2016-2018,60.2,Female,0 years,All,All
S12000014,2016-2018,59.53,Female,1-4 years,All,All
S12000014,2016-2018,42.12,Female,20-24 years,All,All
S12000011,2016-2018,12.57,Female,65-69 years,All,All
S12000011,2016-2018,19.64,Female,55-59 years,All,All
S12000010,2016-2018,51.03,Female,15-19 years,All,All
S12000010,2016-2018,55.42,Female,10-14 years,All,All
S12000042,2016-2018,15.74,Female,55-59 years,All,All
S12000010,2016-2018,63.29,Female,1-4 years,All,All
S12000042,2016-2018,7.53,Female,70-74 years,All,All
S12000042,2016-2018,5.35,Female,75-79 years,All,All
S12000011,2016-2018,9.25,Female,70-74 years,All,All
S12000042,2016-2018,12.82,Female,60-64 years,All,All
S12000042,2016-2018,10.07,Female,65-69 years,All,All
S12000011,2016-2018,16.14,Female,60-64 years,All,All
S12000014,2016-2018,55.79,Female,5-9 years,All,All
S12000011,2016-2018,2.64,Female,85-89 years,All,All
S12000011,2016-2018,1.84,Female,90 years,All,All
S12000011,2016-2018,4.26,Female,80-84 years,All,All
S12000014,2016-2018,37.82,Female,25-29 years,All,All
S12000011,2016-2018,6.52,Female,75-79 years,All,All
S12000041,2016-2018,14.97,Female,60-64 years,All,All
S12000047,2016-2018,27.06,Female,40-44 years,All,All
S12000047,2016-2018,23.42,Female,45-49 years,All,All
S12000041,2016-2018,32.63,Female,35-39 years,All,All
S12000041,2016-2018,40.88,Female,25-29 years,All,All
S12000041,2016-2018,58.91,Female,5-9 years,All,All
S12000041,2016-2018,54.23,Female,10-14 years,All,All
S12000041,2016-2018,45.17,Female,20-24 years,All,All
S12000041,2016-2018,28.75,Female,40-44 years,All,All
S12000041,2016-2018,49.64,Female,15-19 years,All,All
S12000041,2016-2018,21.44,Female,50-54 years,All,All
S12000041,2016-2018,25.01,Female,45-49 years,All,All
S12000041,2016-2018,36.68,Female,30-34 years,All,All
S12000041,2016-2018,18.06,Female,55-59 years,All,All
S12000010,2016-2018,25.69,Female,45-49 years,All,All
S12000010,2016-2018,14.74,Female,60-64 years,All,All
S12000014,2016-2018,1.32,Female,90 years,All,All
S12000010,2016-2018,18.19,Female,55-59 years,All,All
S12000010,2016-2018,42.31,Female,25-29 years,All,All
S12000045,2016-2018,7.21,Female,75-79 years,All,All
S12000010,2016-2018,21.82,Female,50-54 years,All,All
S12000014,2016-2018,2.07,Female,85-89 years,All,All
S12000045,2016-2018,2.06,Female,90 years,All,All
S12000010,2016-2018,64.03,Female,0 years,All,All
S12000045,2016-2018,4.82,Female,80-84 years,All,All
S12000045,2016-2018,3.07,Female,85-89 years,All,All
S12000008,2016-2018,36.45,Female,25-29 years,All,All
S12000047,2016-2018,42.84,Female,20-24 years,All,All
S92000003,2016-2018,17.16,Female,50-54 years,2,All
S12000047,2016-2018,38.75,Female,25-29 years,All,All
S92000003,2016-2018,20.37,Female,45-49 years,2,All
S12000047,2016-2018,60.16,Female,0 years,All,All
S12000047,2016-2018,59.53,Female,1-4 years,All,All
S12000008,2016-2018,40.73,Female,20-24 years,All,All
S12000047,2016-2018,55.93,Female,5-9 years,All,All
S92000003,2016-2018,31.3,Female,30-34 years,2,All
S92000003,2016-2018,11.57,Female,60-64 years,2,All
S92000003,2016-2018,35.36,Female,25-29 years,2,All
S92000003,2016-2018,2.52,Female,85-89 years,2,All
S92000003,2016-2018,3.65,Female,80-84 years,2,All
S92000003,2016-2018,1.78,Female,90 years,2,All
S92000003,2016-2018,56.81,Female,1-4 years,2,All
S92000003,2016-2018,57.54,Female,0 years,2,All
S12000042,2016-2018,1.62,Female,90 years,All,All
S92000003,2016-2018,9.13,Female,65-69 years,2,All
S12000008,2016-2018,58.75,Female,0 years,All,All
S12000042,2016-2018,46.76,Female,15-19 years,All,All
S12000042,2016-2018,51.25,Female,10-14 years,All,All
S12000042,2016-2018,33.66,Female,30-34 years,All,All
S12000010,2016-2018,59.81,Female,5-9 years,All,All
S12000042,2016-2018,42.3,Female,20-24 years,All,All
S12000045,2016-2018,59.53,Female,10-14 years,All,All
S12000045,2016-2018,46.03,Female,25-29 years,All,All
S92000003,2016-2018,53.05,Female,5-9 years,2,All
S92000003,2016-2018,48.42,Female,10-14 years,2,All
S12000042,2016-2018,37.88,Female,25-29 years,All,All
S12000042,2016-2018,3.72,Female,80-84 years,All,All
S12000010,2016-2018,38.03,Female,30-34 years,All,All
S12000042,2016-2018,2.47,Female,85-89 years,All,All
S92000003,2016-2018,14.24,Female,55-59 years,2,All
S92000003,2016-2018,6.99,Female,70-74 years,2,All
S92000003,2016-2018,5.13,Female,75-79 years,2,All
S12000045,2016-2018,50.49,Female,20-24 years,All,All
S12000010,2016-2018,29.72,Female,40-44 years,All,All
S12000045,2016-2018,55,Female,15-19 years,All,All
S12000008,2016-2018,1.02,Female,90 years,All,All
S12000010,2016-2018,46.61,Female,20-24 years,All,All
S12000010,2016-2018,33.76,Female,35-39 years,All,All
S92000003,2016-2018,30.71,Female,35-39 years,All,Large urban areas
S92000003,2016-2018,1.51,Female,90 years,All,Large urban areas
S92000003,2016-2018,5.29,Female,75-79 years,All,Large urban areas
S92000003,2016-2018,3.61,Female,80-84 years,All,Large urban areas
S92000003,2016-2018,34.94,Female,30-34 years,All,Large urban areas
S92000003,2016-2018,16.03,Female,55-59 years,All,Large urban areas
S92000003,2016-2018,26.71,Female,40-44 years,All,Large urban areas
S92000003,2016-2018,39.31,Female,25-29 years,All,Large urban areas
S92000003,2016-2018,43.74,Female,20-24 years,All,Large urban areas
S92000003,2016-2018,22.94,Female,45-49 years,All,Large urban areas
S92000003,2016-2018,12.93,Female,60-64 years,All,Large urban areas
S92000003,2016-2018,19.36,Female,50-54 years,All,Large urban areas
S12000030,2016-2018,14.63,Female,60-64 years,All,All
S12000030,2016-2018,1.67,Female,90 years,All,All
S12000039,2016-2018,55.8,Female,5-9 years,All,All
S12000030,2016-2018,21.64,Female,50-54 years,All,All
S12000030,2016-2018,25.48,Female,45-49 years,All,All
S12000030,2016-2018,18.01,Female,55-59 years,All,All
S12000030,2016-2018,29.4,Female,40-44 years,All,All
S12000030,2016-2018,33.58,Female,35-39 years,All,All
S12000030,2016-2018,8.56,Female,70-74 years,All,All
S12000039,2016-2018,59.75,Female,1-4 years,All,All
S12000039,2016-2018,60.66,Female,0 years,All,All
S12000030,2016-2018,37.76,Female,30-34 years,All,All
S12000030,2016-2018,42.01,Female,25-29 years,All,All
S92000003,2016-2018,60.78,Female,1-4 years,All,Large urban areas
S92000003,2016-2018,52.7,Female,10-14 years,All,Large urban areas
S12000039,2016-2018,37.03,Female,25-29 years,All,All
S92000003,2016-2018,48.2,Female,15-19 years,All,Large urban areas
S12000040,2016-2018,2.42,Female,90 years,All,All
S12000030,2016-2018,64.38,Female,0 years,All,All
S12000040,2016-2018,3.43,Female,85-89 years,All,All
S12000040,2016-2018,35.71,Female,30-34 years,All,All
S12000040,2016-2018,9.18,Female,70-74 years,All,All
S12000040,2016-2018,24.37,Female,45-49 years,All,All
S12000040,2016-2018,5,Female,80-84 years,All,All
S12000040,2016-2018,57.3,Female,5-9 years,All,All
S12000030,2016-2018,63.66,Female,1-4 years,All,All
S12000040,2016-2018,61.02,Female,1-4 years,All,All
S12000029,2016-2018,3.49,Female,80-84 years,All,All
S12000029,2016-2018,1.34,Female,90 years,All,All
S12000029,2016-2018,5.13,Female,75-79 years,All,All
S12000029,2016-2018,9.68,Female,65-69 years,All,All
S12000029,2016-2018,12.48,Female,60-64 years,All,All
S12000029,2016-2018,7.2,Female,70-74 years,All,All
S12000030,2016-2018,2.48,Female,85-89 years,All,All
S12000029,2016-2018,26.41,Female,40-44 years,All,All
S12000040,2016-2018,52.78,Female,10-14 years,All,All
S12000040,2016-2018,44.07,Female,20-24 years,All,All
S12000040,2016-2018,20.9,Female,50-54 years,All,All
S12000040,2016-2018,48.33,Female,15-19 years,All,All
S12000040,2016-2018,6.91,Female,75-79 years,All,All
S12000040,2016-2018,28.01,Female,40-44 years,All,All
S12000040,2016-2018,39.82,Female,25-29 years,All,All
S12000040,2016-2018,31.78,Female,35-39 years,All,All
S12000039,2016-2018,20.91,Female,45-49 years,All,All
S12000039,2016-2018,28.51,Female,35-39 years,All,All
S12000039,2016-2018,17.36,Female,50-54 years,All,All
S12000039,2016-2018,46.17,Female,15-19 years,All,All
S12000040,2016-2018,17.68,Female,55-59 years,All,All
S12000039,2016-2018,50.96,Female,10-14 years,All,All
S92000003,2016-2018,57.22,Female,5-9 years,All,Large urban areas
S12000039,2016-2018,14.14,Female,55-59 years,All,All
S12000039,2016-2018,11.2,Female,60-64 years,All,All
S12000039,2016-2018,2.92,Female,80-84 years,All,All
S12000039,2016-2018,32.65,Female,30-34 years,All,All
S12000039,2016-2018,1.77,Female,85-89 years,All,All
S12000039,2016-2018,41.57,Female,20-24 years,All,All
S12000039,2016-2018,24.53,Female,40-44 years,All,All
S12000040,2016-2018,14.58,Female,60-64 years,All,All
S12000040,2016-2018,11.79,Female,65-69 years,All,All
S12000039,2016-2018,1,Female,90 years,All,All
S12000040,2016-2018,61.81,Female,0 years,All,All
S12000029,2016-2018,2.19,Female,85-89 years,All,All
S12000030,2016-2018,50.81,Female,15-19 years,All,All
S12000030,2016-2018,55.37,Female,10-14 years,All,All
S12000029,2016-2018,30.37,Female,35-39 years,All,All
S12000029,2016-2018,18.98,Female,50-54 years,All,All
S12000029,2016-2018,15.57,Female,55-59 years,All,All
S12000030,2016-2018,4,Female,80-84 years,All,All
S12000030,2016-2018,5.97,Female,75-79 years,All,All
S12000030,2016-2018,11.52,Female,65-69 years,All,All
S12000030,2016-2018,46.38,Female,20-24 years,All,All
S12000030,2016-2018,59.98,Female,5-9 years,All,All
S12000039,2016-2018,4.34,Female,75-79 years,All,All
S92000003,2016-2018,61.45,Female,0 years,All,Large urban areas
S12000039,2016-2018,8.53,Female,65-69 years,All,All
S12000039,2016-2018,6.2,Female,70-74 years,All,All
S92000003,2016-2018,7.46,Female,70-74 years,All,Large urban areas
S92000003,2016-2018,2.33,Female,85-89 years,All,Large urban areas
S12000029,2016-2018,22.58,Female,45-49 years,All,All
S92000003,2016-2018,10.04,Female,65-69 years,All,Large urban areas
S92000003,2016-2018,35.8,Female,30-34 years,All,All
S92000003,2016-2018,16.91,Female,55-59 years,All,All
S92000003,2016-2018,20.31,Female,50-54 years,All,All
S92000003,2016-2018,31.68,Female,35-39 years,All,All
S92000003,2016-2018,48.78,Female,15-19 years,All,All
S92000003,2016-2018,23.94,Female,45-49 years,All,All
S92000003,2016-2018,27.73,Female,40-44 years,All,All
S92000003,2016-2018,53.29,Female,10-14 years,All,All
S92000003,2016-2018,40.05,Female,25-29 years,All,All
S92000003,2016-2018,5.82,Female,75-79 years,All,All
S92000003,2016-2018,1.74,Female,90 years,All,All
S92000003,2016-2018,13.75,Female,60-64 years,All,All
S92000003,2016-2018,8.12,Female,70-74 years,All,All
S92000003,2016-2018,2.63,Female,85-89 years,All,All
S92000003,2016-2018,44.37,Female,20-24 years,All,All
S92000003,2016-2018,4.01,Female,80-84 years,All,All
S92000003,2016-2018,50.35,Female,15-19 years,All,Remote rural
S92000003,2016-2018,54.74,Female,10-14 years,All,Remote rural
S92000003,2016-2018,46.17,Female,20-24 years,All,Remote rural
S92000003,2016-2018,62.79,Female,1-4 years,All,Remote rural
S12000033,2016-2018,63.41,Female,0 years,All,All
S92000003,2016-2018,59.18,Female,5-9 years,All,Remote rural
S92000003,2016-2018,42.15,Female,25-29 years,All,Remote rural
S92000003,2016-2018,9.38,Female,70-74 years,All,Remote rural
S92000003,2016-2018,34.18,Female,35-39 years,All,Remote rural
S92000003,2016-2018,15.77,Female,60-64 years,All,Remote rural
S92000003,2016-2018,4.38,Female,80-84 years,All,Remote rural
S92000003,2016-2018,63.61,Female,0 years,All,Remote rural
S92000003,2016-2018,12.47,Female,65-69 years,All,Remote rural
S92000003,2016-2018,19.18,Female,55-59 years,All,Remote rural
S92000003,2016-2018,26.46,Female,45-49 years,All,Remote rural
S92000003,2016-2018,38.11,Female,30-34 years,All,Remote rural
S92000003,2016-2018,6.66,Female,75-79 years,All,Remote rural
S92000003,2016-2018,22.75,Female,50-54 years,All,Remote rural
S92000003,2016-2018,30.31,Female,40-44 years,All,Remote rural
S92000003,2016-2018,12.38,Female,65-69 years,All,Accessible rural
S92000003,2016-2018,26.45,Female,45-49 years,All,Accessible rural
S92000003,2016-2018,18.98,Female,55-59 years,All,Accessible rural
S92000003,2016-2018,34.51,Female,35-39 years,All,Accessible rural
S92000003,2016-2018,56.23,Female,10-14 years,All,Accessible rural
S92000003,2016-2018,22.6,Female,50-54 years,All,Accessible rural
S92000003,2016-2018,61.48,Female,1-4 years,All,All
S92000003,2016-2018,62.21,Female,0 years,All,All
S92000003,2016-2018,10.79,Female,65-69 years,All,All
S92000003,2016-2018,57.84,Female,5-9 years,All,All
S92000003,2016-2018,6.89,Female,75-79 years,All,Accessible rural
S92000003,2016-2018,51.72,Female,15-19 years,All,Accessible rural
S92000003,2016-2018,65.19,Female,0 years,All,Accessible rural
S92000003,2016-2018,64.41,Female,1-4 years,All,Accessible rural
S92000003,2016-2018,60.77,Female,5-9 years,All,Accessible rural
S92000003,2016-2018,15.55,Female,60-64 years,All,Accessible rural
S92000003,2016-2018,42.99,Female,25-29 years,All,Accessible rural
S92000003,2016-2018,30.42,Female,40-44 years,All,Accessible rural
S92000003,2016-2018,38.71,Female,30-34 years,All,Accessible rural
S92000003,2016-2018,3.17,Female,85-89 years,All,Accessible rural
S92000003,2016-2018,9.45,Female,70-74 years,All,Accessible rural
S92000003,2016-2018,4.79,Female,80-84 years,All,Accessible rural
S92000003,2016-2018,47.31,Female,20-24 years,All,Accessible rural
S92000003,2016-2018,2.13,Female,90 years,All,Accessible rural
S92000003,2016-2018,56.97,Female,5-9 years,All,Other urban areas
S92000003,2016-2018,30.75,Female,35-39 years,All,Other urban areas
S92000003,2016-2018,52.32,Female,10-14 years,All,Other urban areas
S92000003,2016-2018,43.31,Female,20-24 years,All,Other urban areas
S92000003,2016-2018,60.73,Female,1-4 years,All,Other urban areas
S92000003,2016-2018,39,Female,25-29 years,All,Other urban areas
S92000003,2016-2018,61.5,Female,0 years,All,Other urban areas
S92000003,2016-2018,47.75,Female,15-19 years,All,Other urban areas
S92000003,2016-2018,16.38,Female,55-59 years,All,Other urban areas
S92000003,2016-2018,45.52,Female,20-24 years,All,Remote small towns
S92000003,2016-2018,41.43,Female,25-29 years,All,Remote small towns
S92000003,2016-2018,1.62,Female,90 years,All,Remote small towns
S92000003,2016-2018,14.73,Female,60-64 years,All,Remote small towns
S92000003,2016-2018,8.99,Female,70-74 years,All,Remote small towns
S92000003,2016-2018,25.38,Female,45-49 years,All,Remote small towns
S92000003,2016-2018,11.69,Female,65-69 years,All,Remote small towns
S92000003,2016-2018,21.64,Female,50-54 years,All,Remote small towns
S92000003,2016-2018,18.12,Female,55-59 years,All,Remote small towns
S92000003,2016-2018,2.9,Female,85-89 years,All,Remote small towns
S92000003,2016-2018,34.81,Female,30-34 years,All,Other urban areas
S92000003,2016-2018,26.89,Female,40-44 years,All,Other urban areas
S92000003,2016-2018,37.3,Female,30-34 years,All,Remote small towns
S92000003,2016-2018,4.06,Female,80-84 years,All,Other urban areas
S92000003,2016-2018,23.21,Female,45-49 years,All,Other urban areas
S92000003,2016-2018,19.68,Female,50-54 years,All,Other urban areas
S92000003,2016-2018,13.33,Female,60-64 years,All,Other urban areas
S92000003,2016-2018,10.52,Female,65-69 years,All,Other urban areas
