area_code,date_code,years_of_quality_life,sex,age,simd_quintiles,urban_rural_classification
S92000003,2016-2018,5.81,Female,75-79 years,All,Other urban areas
S92000003,2016-2018,2.69,Female,85-89 years,All,Other urban areas
S92000003,2016-2018,7.99,Female,70-74 years,All,Other urban areas
S92000003,2016-2018,1.76,Female,90 years,All,Other urban areas
S92000003,2016-2018,17.6,Female,55-59 years,All,Accessible small towns
S92000003,2016-2018,14.36,Female,60-64 years,All,Accessible small towns
S92000003,2016-2018,11.34,Female,65-69 years,All,Accessible small towns
S92000003,2016-2018,21.07,Female,50-54 years,All,Accessible small towns
S92000003,2016-2018,24.74,Female,45-49 years,All,Accessible small towns
S92000003,2016-2018,1.81,Female,90 years,All,Accessible small towns
S92000003,2016-2018,2.85,Female,85-89 years,All,Accessible small towns
S92000003,2016-2018,2.77,Female,85-89 years,All,Remote rural
S92000003,2016-2018,6.25,Female,75-79 years,All,Accessible small towns
S92000003,2016-2018,8.64,Female,70-74 years,All,Accessible small towns
S92000003,2016-2018,1.88,Female,90 years,All,Remote rural
S92000003,2016-2018,4.31,Female,80-84 years,All,Accessible small towns
S92000003,2016-2018,4.59,Female,80-84 years,All,Remote small towns
S92000003,2016-2018,49.55,Female,15-19 years,All,Remote small towns
S92000003,2016-2018,6.59,Female,75-79 years,All,Remote small towns
S92000003,2016-2018,40.77,Female,25-29 years,All,Accessible small towns
S92000003,2016-2018,44.98,Female,20-24 years,All,Accessible small towns
S92000003,2016-2018,53.44,Female,10-14 years,All,Remote small towns
S92000003,2016-2018,60.27,Female,1-4 years,All,Remote small towns
S92000003,2016-2018,60.81,Female,0 years,All,Remote small towns
S92000003,2016-2018,57.3,Female,5-9 years,All,Remote small towns
S92000003,2016-2018,33.21,Female,35-39 years,All,Remote small towns
S92000003,2016-2018,29.23,Female,40-44 years,All,Remote small towns
S92000003,2016-2018,61.81,Female,1-4 years,All,Accessible small towns
S92000003,2016-2018,32.53,Female,35-39 years,All,Accessible small towns
S92000003,2016-2018,58.23,Female,5-9 years,All,Accessible small towns
S92000003,2016-2018,62.56,Female,0 years,All,Accessible small towns
S92000003,2016-2018,49.33,Female,15-19 years,All,Accessible small towns
S92000003,2016-2018,36.61,Female,30-34 years,All,Accessible small towns
S92000003,2016-2018,28.58,Female,40-44 years,All,Accessible small towns
S92000003,2016-2018,53.74,Female,10-14 years,All,Accessible small towns
S12000020,2016-2018,14.66,Female,60-64 years,All,All
S12000020,2016-2018,1.33,Female,90 years,All,All
S12000020,2016-2018,8.22,Female,70-74 years,All,All
S12000013,2016-2018,66.06,Female,1-4 years,All,All
S12000013,2016-2018,66.91,Female,0 years,All,All
S12000020,2016-2018,21.49,Female,50-54 years,All,All
S12000019,2016-2018,2.04,Female,90 years,All,All
S12000020,2016-2018,62.11,Female,0 years,All,All
S12000021,2016-2018,8.45,Female,70-74 years,All,All
S12000021,2016-2018,13.37,Female,60-64 years,All,All
S12000021,2016-2018,6.39,Female,75-79 years,All,All
S12000020,2016-2018,25.2,Female,45-49 years,All,All
S12000020,2016-2018,45.25,Female,20-24 years,All,All
S12000020,2016-2018,17.89,Female,55-59 years,All,All
S12000019,2016-2018,3.19,Female,85-89 years,All,All
S12000020,2016-2018,41.24,Female,25-29 years,All,All
S12000017,2016-2018,15.92,Female,60-64 years,All,All
S12000017,2016-2018,6.98,Female,75-79 years,All,All
S12000017,2016-2018,12.7,Female,65-69 years,All,All
S12000017,2016-2018,3.13,Female,85-89 years,All,All
S12000017,2016-2018,1.97,Female,90 years,All,All
S12000017,2016-2018,4.8,Female,80-84 years,All,All
S12000019,2016-2018,40.96,Female,25-29 years,All,All
S12000017,2016-2018,22.92,Female,50-54 years,All,All
S12000019,2016-2018,45.33,Female,20-24 years,All,All
S12000017,2016-2018,19.29,Female,55-59 years,All,All
S12000017,2016-2018,9.68,Female,70-74 years,All,All
S12000049,2016-2018,16.66,Female,50-54 years,All,All
S12000049,2016-2018,13.64,Female,55-59 years,All,All
S12000049,2016-2018,19.93,Female,45-49 years,All,All
S12000020,2016-2018,2.25,Female,85-89 years,All,All
S12000049,2016-2018,10.85,Female,60-64 years,All,All
S12000049,2016-2018,23.44,Female,40-44 years,All,All
S12000049,2016-2018,35.41,Female,25-29 years,All,All
S12000049,2016-2018,39.77,Female,20-24 years,All,All
S12000049,2016-2018,31.21,Female,30-34 years,All,All
S12000049,2016-2018,27.19,Female,35-39 years,All,All
S12000020,2016-2018,57.99,Female,5-9 years,All,All
S12000013,2016-2018,49.39,Female,20-24 years,All,All
S12000013,2016-2018,44.87,Female,25-29 years,All,All
S12000013,2016-2018,27.5,Female,45-49 years,All,All
S12000013,2016-2018,31.77,Female,40-44 years,All,All
S12000020,2016-2018,33.23,Female,35-39 years,All,All
S12000013,2016-2018,62.61,Female,5-9 years,All,All
S12000013,2016-2018,58.23,Female,10-14 years,All,All
S12000013,2016-2018,40.47,Female,30-34 years,All,All
S12000021,2016-2018,22.38,Female,45-49 years,All,All
S12000020,2016-2018,37.25,Female,30-34 years,All,All
S12000021,2016-2018,25.62,Female,40-44 years,All,All
S12000021,2016-2018,10.85,Female,65-69 years,All,All
S12000020,2016-2018,29.14,Female,40-44 years,All,All
S12000020,2016-2018,61.43,Female,1-4 years,All,All
S12000019,2016-2018,6.71,Female,75-79 years,All,All
S12000020,2016-2018,53.63,Female,10-14 years,All,All
S12000013,2016-2018,53.76,Female,15-19 years,All,All
S12000019,2016-2018,4.79,Female,80-84 years,All,All
S12000020,2016-2018,11.24,Female,65-69 years,All,All
S12000013,2016-2018,36.07,Female,35-39 years,All,All
S12000020,2016-2018,3.45,Female,80-84 years,All,All
S12000020,2016-2018,49.33,Female,15-19 years,All,All
S12000020,2016-2018,5.62,Female,75-79 years,All,All
S12000013,2016-2018,12.81,Female,65-69 years,All,All
S12000021,2016-2018,36.32,Female,25-29 years,All,All
S12000021,2016-2018,44,Female,15-19 years,All,All
S12000021,2016-2018,29.03,Female,35-39 years,All,All
S12000021,2016-2018,40.11,Female,20-24 years,All,All
S12000013,2016-2018,16.14,Female,60-64 years,All,All
S12000021,2016-2018,55.54,Female,1-4 years,All,All
S12000021,2016-2018,56.01,Female,0 years,All,All
S12000021,2016-2018,52.17,Female,5-9 years,All,All
S12000021,2016-2018,32.61,Female,30-34 years,All,All
S12000049,2016-2018,8.41,Female,65-69 years,All,All
S12000049,2016-2018,2.08,Female,85-89 years,All,All
S12000013,2016-2018,4.78,Female,80-84 years,All,All
S12000049,2016-2018,3.17,Female,80-84 years,All,All
S12000049,2016-2018,4.56,Female,75-79 years,All,All
S12000049,2016-2018,6.31,Female,70-74 years,All,All
S12000013,2016-2018,23.42,Female,50-54 years,All,All
S12000050,2016-2018,58.94,Female,0 years,All,All
S12000013,2016-2018,9.87,Female,70-74 years,All,All
S12000013,2016-2018,7.11,Female,75-79 years,All,All
S12000021,2016-2018,2.3,Female,90 years,All,All
S12000018,2016-2018,2.09,Female,90 years,All,All
S12000019,2016-2018,62.64,Female,1-4 years,All,All
S12000019,2016-2018,58.89,Female,5-9 years,All,All
S12000019,2016-2018,54.27,Female,10-14 years,All,All
S12000019,2016-2018,49.71,Female,15-19 years,All,All
S12000019,2016-2018,63.46,Female,0 years,All,All
S12000017,2016-2018,65.41,Female,0 years,All,All
S12000017,2016-2018,64.63,Female,1-4 years,All,All
S12000049,2016-2018,1.29,Female,90 years,All,All
S12000018,2016-2018,3.32,Female,85-89 years,All,All
S12000017,2016-2018,60.99,Female,5-9 years,All,All
S12000021,2016-2018,48.01,Female,10-14 years,All,All
S12000017,2016-2018,26.76,Female,45-49 years,All,All
S12000017,2016-2018,34.78,Female,35-39 years,All,All
S12000050,2016-2018,45.09,Female,15-19 years,All,All
S12000021,2016-2018,3.26,Female,85-89 years,All,All
S12000017,2016-2018,39,Female,30-34 years,All,All
S12000017,2016-2018,56.43,Female,10-14 years,All,All
S12000017,2016-2018,30.71,Female,40-44 years,All,All
S12000017,2016-2018,51.94,Female,15-19 years,All,All
S12000017,2016-2018,43.33,Female,25-29 years,All,All
S12000017,2016-2018,47.58,Female,20-24 years,All,All
S12000050,2016-2018,49.69,Female,10-14 years,All,All
S12000013,2016-2018,2.98,Female,85-89 years,All,All
S12000050,2016-2018,54.32,Female,5-9 years,All,All
S12000013,2016-2018,1.78,Female,90 years,All,All
S12000013,2016-2018,19.68,Female,55-59 years,All,All
S12000050,2016-2018,58.06,Female,1-4 years,All,All
S12000021,2016-2018,4.62,Female,80-84 years,All,All
S12000050,2016-2018,40.57,Female,20-24 years,All,All
S12000021,2016-2018,16.2,Female,55-59 years,All,All
S12000021,2016-2018,19.19,Female,50-54 years,All,All
S12000019,2016-2018,32.48,Female,35-39 years,All,All
S12000019,2016-2018,24.71,Female,45-49 years,All,All
S12000019,2016-2018,21.06,Female,50-54 years,All,All
S12000019,2016-2018,17.66,Female,55-59 years,All,All
S12000019,2016-2018,14.5,Female,60-64 years,All,All
S12000019,2016-2018,28.54,Female,40-44 years,All,All
S12000026,2016-2018,2.49,Female,90 years,All,All
S12000026,2016-2018,8.05,Female,75-79 years,All,All
S12000027,2016-2018,54.67,Female,5-9 years,All,All
S12000019,2016-2018,36.66,Female,30-34 years,All,All
S12000027,2016-2018,57.62,Female,1-4 years,All,All
S12000018,2016-2018,54.92,Female,5-9 years,All,All
S12000018,2016-2018,41.17,Female,20-24 years,All,All
S12000018,2016-2018,50.11,Female,10-14 years,All,All
S12000018,2016-2018,33.05,Female,30-34 years,All,All
S12000018,2016-2018,29.26,Female,35-39 years,All,All
S12000018,2016-2018,37.04,Female,25-29 years,All,All
S12000019,2016-2018,9.02,Female,70-74 years,All,All
S12000018,2016-2018,59.71,Female,0 years,All,All
S12000019,2016-2018,11.62,Female,65-69 years,All,All
S12000018,2016-2018,58.89,Female,1-4 years,All,All
S12000018,2016-2018,45.52,Female,15-19 years,All,All
S12000050,2016-2018,20.15,Female,45-49 years,All,All
S12000018,2016-2018,13.5,Female,60-64 years,All,All
S12000050,2016-2018,27.77,Female,35-39 years,All,All
S12000018,2016-2018,25.79,Female,40-44 years,All,All
S12000027,2016-2018,58.36,Female,0 years,All,All
S12000018,2016-2018,19.32,Female,50-54 years,All,All
S12000023,2016-2018,68.32,Female,5-9 years,All,All
S12000023,2016-2018,63.32,Female,10-14 years,All,All
S12000050,2016-2018,23.85,Female,40-44 years,All,All
S12000050,2016-2018,31.88,Female,30-34 years,All,All
S12000050,2016-2018,36.18,Female,25-29 years,All,All
S12000026,2016-2018,3.94,Female,85-89 years,All,All
S12000026,2016-2018,5.75,Female,80-84 years,All,All
S12000018,2016-2018,6.88,Female,75-79 years,All,All
S12000027,2016-2018,32.41,Female,35-39 years,All,All
S12000027,2016-2018,28.8,Female,40-44 years,All,All
S12000026,2016-2018,10.71,Female,70-74 years,All,All
S12000018,2016-2018,10.96,Female,65-69 years,All,All
S12000018,2016-2018,4.97,Female,80-84 years,All,All
S12000018,2016-2018,16.38,Female,55-59 years,All,All
S12000018,2016-2018,22.5,Female,45-49 years,All,All
S12000018,2016-2018,8.75,Female,70-74 years,All,All
S12000038,2016-2018,1.68,Female,90 years,All,All
S12000026,2016-2018,65.32,Female,0 years,All,All
S12000027,2016-2018,47.19,Female,15-19 years,All,All
S12000026,2016-2018,23.41,Female,50-54 years,All,All
S12000026,2016-2018,20.01,Female,55-59 years,All,All
S12000026,2016-2018,64.54,Female,1-4 years,All,All
S12000026,2016-2018,56.17,Female,10-14 years,All,All
S12000027,2016-2018,25.35,Female,45-49 years,All,All
S12000026,2016-2018,60.77,Female,5-9 years,All,All
S12000027,2016-2018,50.94,Female,10-14 years,All,All
S12000027,2016-2018,21.81,Female,50-54 years,All,All
S12000034,2016-2018,48.76,Female,20-24 years,All,All
S12000034,2016-2018,67.08,Female,1-4 years,All,All
S12000033,2016-2018,1.97,Female,90 years,All,All
S12000005,2016-2018,2.51,Female,90 years,All,All
S12000034,2016-2018,53.44,Female,15-19 years,All,All
S12000034,2016-2018,63.14,Female,5-9 years,All,All
S12000026,2016-2018,47.23,Female,20-24 years,All,All
S12000038,2016-2018,3.68,Female,80-84 years,All,All
S12000026,2016-2018,51.62,Female,15-19 years,All,All
S12000034,2016-2018,67.99,Female,0 years,All,All
S12000038,2016-2018,2.5,Female,85-89 years,All,All
S12000026,2016-2018,13.55,Female,65-69 years,All,All
S12000026,2016-2018,43.01,Female,25-29 years,All,All
S12000026,2016-2018,16.71,Female,60-64 years,All,All
S12000028,2016-2018,18.32,Female,55-59 years,All,All
S12000028,2016-2018,15,Female,60-64 years,All,All
S12000026,2016-2018,38.89,Female,30-34 years,All,All
S12000026,2016-2018,30.94,Female,40-44 years,All,All
S12000026,2016-2018,27.06,Female,45-49 years,All,All
S12000026,2016-2018,34.88,Female,35-39 years,All,All
S12000028,2016-2018,6.65,Female,75-79 years,All,All
S12000028,2016-2018,9.11,Female,70-74 years,All,All
S12000028,2016-2018,21.73,Female,50-54 years,All,All
S12000027,2016-2018,43.44,Female,20-24 years,All,All
S12000028,2016-2018,25.39,Female,45-49 years,All,All
S12000027,2016-2018,36.05,Female,30-34 years,All,All
S12000027,2016-2018,39.69,Female,25-29 years,All,All
S12000029,2016-2018,48.05,Female,15-19 years,All,All
S12000029,2016-2018,43.42,Female,20-24 years,All,All
S12000028,2016-2018,11.96,Female,65-69 years,All,All
S12000028,2016-2018,3.16,Female,85-89 years,All,All
S12000028,2016-2018,4.68,Female,80-84 years,All,All
S12000028,2016-2018,45.36,Female,20-24 years,All,All
S12000028,2016-2018,62.88,Female,1-4 years,All,All
S12000028,2016-2018,29.1,Female,40-44 years,All,All
S12000023,2016-2018,7.21,Female,80-84 years,All,All
S12000023,2016-2018,48.79,Female,25-29 years,All,All
S12000023,2016-2018,5,Female,85-89 years,All,All
S12000023,2016-2018,27,Female,50-54 years,All,All
S12000023,2016-2018,39.72,Female,35-39 years,All,All
S12000028,2016-2018,54.46,Female,10-14 years,All,All
S12000028,2016-2018,59.12,Female,5-9 years,All,All
S12000028,2016-2018,32.99,Female,35-39 years,All,All
S12000029,2016-2018,61.43,Female,1-4 years,All,All
S12000029,2016-2018,57.56,Female,5-9 years,All,All
S12000023,2016-2018,58.32,Female,15-19 years,All,All
S12000027,2016-2018,4.66,Female,80-84 years,All,All
S12000027,2016-2018,3.07,Female,85-89 years,All,All
S12000029,2016-2018,52.77,Female,10-14 years,All,All
S12000048,2016-2018,65.99,Female,0 years,All,All
S12000023,2016-2018,53.37,Female,20-24 years,All,All
S12000023,2016-2018,3.27,Female,90 years,All,All
S12000023,2016-2018,44.29,Female,30-34 years,All,All
S12000023,2016-2018,31.05,Female,45-49 years,All,All
S12000023,2016-2018,35.27,Female,40-44 years,All,All
S12000028,2016-2018,49.82,Female,15-19 years,All,All
S12000038,2016-2018,7.58,Female,70-74 years,All,All
S12000038,2016-2018,52.82,Female,10-14 years,All,All
S12000038,2016-2018,27,Female,40-44 years,All,All
S12000038,2016-2018,57.55,Female,5-9 years,All,All
S12000038,2016-2018,61.32,Female,1-4 years,All,All
S12000048,2016-2018,2.19,Female,90 years,All,All
S12000050,2016-2018,2.72,Female,80-84 years,All,All
S12000038,2016-2018,13.18,Female,60-64 years,All,All
S12000050,2016-2018,1.73,Female,85-89 years,All,All
S12000038,2016-2018,10.21,Female,65-69 years,All,All
S12000038,2016-2018,5.38,Female,75-79 years,All,All
S12000023,2016-2018,19.6,Female,60-64 years,All,All
S12000023,2016-2018,15.96,Female,65-69 years,All,All
S12000023,2016-2018,23.35,Female,55-59 years,All,All
S12000023,2016-2018,72.32,Female,1-4 years,All,All
S12000023,2016-2018,73.32,Female,0 years,All,All
S12000023,2016-2018,9.74,Female,75-79 years,All,All
S12000050,2016-2018,16.65,Female,50-54 years,All,All
S12000023,2016-2018,12.72,Female,70-74 years,All,All
S12000050,2016-2018,13.44,Female,55-59 years,All,All
S12000050,2016-2018,8.03,Female,65-69 years,All,All
S12000050,2016-2018,10.61,Female,60-64 years,All,All
S12000027,2016-2018,6.85,Female,75-79 years,All,All
S12000028,2016-2018,41.19,Female,25-29 years,All,All
S12000027,2016-2018,9.44,Female,70-74 years,All,All
S12000027,2016-2018,1.82,Female,90 years,All,All
S12000028,2016-2018,63.69,Female,0 years,All,All
S12000028,2016-2018,37.05,Female,30-34 years,All,All
S12000029,2016-2018,34.54,Female,30-34 years,All,All
S12000028,2016-2018,2.33,Female,90 years,All,All
S12000029,2016-2018,38.91,Female,25-29 years,All,All
S12000027,2016-2018,12.53,Female,65-69 years,All,All
S12000029,2016-2018,62.21,Female,0 years,All,All
S12000038,2016-2018,39.25,Female,25-29 years,All,All
S12000050,2016-2018,5.83,Female,70-74 years,All,All
S12000038,2016-2018,62.16,Female,0 years,All,All
S12000050,2016-2018,4.03,Female,75-79 years,All,All
S12000050,2016-2018,1.09,Female,90 years,All,All
S12000027,2016-2018,15.56,Female,60-64 years,All,All
S12000038,2016-2018,48.15,Female,15-19 years,All,All
S12000027,2016-2018,18.52,Female,55-59 years,All,All
S12000038,2016-2018,43.6,Female,20-24 years,All,All
S12000038,2016-2018,35.02,Female,30-34 years,All,All
S12000042,2016-2018,55.78,Female,5-9 years,All,All
S12000006,2016-2018,3.21,Female,85-89 years,All,All
S12000006,2016-2018,9.5,Female,70-74 years,All,All
S12000006,2016-2018,33.58,Female,35-39 years,All,All
S12000006,2016-2018,37.71,Female,30-34 years,All,All
S12000006,2016-2018,12.26,Female,65-69 years,All,All
S12000036,2016-2018,55.78,Female,10-14 years,All,All
S12000006,2016-2018,25.82,Female,45-49 years,All,All
S12000036,2016-2018,51.53,Female,15-19 years,All,All
S12000042,2016-2018,59.32,Female,1-4 years,All,All
S12000006,2016-2018,22.15,Female,50-54 years,All,All
S12000035,2016-2018,17.85,Female,55-59 years,All,All
S12000005,2016-2018,60.68,Female,1-4 years,All,All
S12000035,2016-2018,6.36,Female,75-79 years,All,All
S12000035,2016-2018,4.42,Female,80-84 years,All,All
S12000035,2016-2018,2.81,Female,85-89 years,All,All
S12000005,2016-2018,61.56,Female,0 years,All,All
S12000042,2016-2018,59.82,Female,0 years,All,All
S12000035,2016-2018,1.62,Female,90 years,All,All
S12000006,2016-2018,1.95,Female,90 years,All,All
S12000036,2016-2018,63.86,Female,0 years,All,All
S12000035,2016-2018,14.64,Female,60-64 years,All,All
S12000038,2016-2018,19.69,Female,50-54 years,All,All
S12000038,2016-2018,23.32,Female,45-49 years,All,All
S12000038,2016-2018,30.9,Female,35-39 years,All,All
S12000048,2016-2018,3.42,Female,85-89 years,All,All
S12000048,2016-2018,7.69,Female,75-79 years,All,All
S12000048,2016-2018,10.45,Female,70-74 years,All,All
S12000048,2016-2018,40.42,Female,30-34 years,All,All
S12000048,2016-2018,61.8,Female,5-9 years,All,All
S12000048,2016-2018,32.24,Female,40-44 years,All,All
S12000038,2016-2018,16.32,Female,55-59 years,All,All
S12000048,2016-2018,36.28,Female,35-39 years,All,All
S12000006,2016-2018,18.62,Female,55-59 years,All,All
S12000006,2016-2018,41.88,Female,25-29 years,All,All
S12000048,2016-2018,57.34,Female,10-14 years,All,All
S12000006,2016-2018,29.69,Female,40-44 years,All,All
S12000006,2016-2018,46.21,Female,20-24 years,All,All
S12000006,2016-2018,15.29,Female,60-64 years,All,All
S12000048,2016-2018,5.16,Female,80-84 years,All,All
S12000048,2016-2018,48.73,Female,20-24 years,All,All
S12000048,2016-2018,24.51,Female,50-54 years,All,All
S12000048,2016-2018,52.93,Female,15-19 years,All,All
S12000048,2016-2018,65.32,Female,1-4 years,All,All
S12000035,2016-2018,11.65,Female,65-69 years,All,All
S12000036,2016-2018,43.06,Female,25-29 years,All,All
S12000035,2016-2018,8.86,Female,70-74 years,All,All
S12000036,2016-2018,38.78,Female,30-34 years,All,All
S12000036,2016-2018,59.99,Female,5-9 years,All,All
S12000036,2016-2018,30.37,Female,40-44 years,All,All
S12000036,2016-2018,34.51,Female,35-39 years,All,All
S12000036,2016-2018,63.23,Female,1-4 years,All,All
S12000036,2016-2018,47.33,Female,20-24 years,All,All
S12000005,2016-2018,29.16,Female,40-44 years,All,All
S12000006,2016-2018,63.45,Female,1-4 years,All,All
S12000005,2016-2018,25.6,Female,45-49 years,All,All
S12000041,2016-2018,12.04,Female,65-69 years,All,All
S12000041,2016-2018,3.17,Female,85-89 years,All,All
S12000006,2016-2018,59.75,Female,5-9 years,All,All
S12000005,2016-2018,5.43,Female,80-84 years,All,All
S12000006,2016-2018,50.59,Female,15-19 years,All,All
S12000006,2016-2018,55.13,Female,10-14 years,All,All
S12000005,2016-2018,7.55,Female,75-79 years,All,All
S12000006,2016-2018,64.25,Female,0 years,All,All
S12000035,2016-2018,58.8,Female,5-9 years,All,All
S12000035,2016-2018,54.42,Female,10-14 years,All,All
S12000035,2016-2018,62.27,Female,1-4 years,All,All
S12000035,2016-2018,50.08,Female,15-19 years,All,All
S12000035,2016-2018,41.43,Female,25-29 years,All,All
S12000035,2016-2018,37.12,Female,30-34 years,All,All
S12000041,2016-2018,4.78,Female,80-84 years,All,All
S12000041,2016-2018,6.78,Female,75-79 years,All,All
S12000041,2016-2018,9.27,Female,70-74 years,All,All
S12000035,2016-2018,62.95,Female,0 years,All,All
S12000041,2016-2018,2.24,Female,90 years,All,All
S12000034,2016-2018,26.84,Female,45-49 years,All,All
S12000034,2016-2018,30.99,Female,40-44 years,All,All
S12000034,2016-2018,35.28,Female,35-39 years,All,All
S12000034,2016-2018,15.25,Female,60-64 years,All,All
S12000034,2016-2018,11.83,Female,65-69 years,All,All
S12000034,2016-2018,18.93,Female,55-59 years,All,All
S12000034,2016-2018,44.23,Female,25-29 years,All,All
S12000034,2016-2018,58.25,Female,10-14 years,All,All
S12000005,2016-2018,4.02,Female,85-89 years,All,All
S12000034,2016-2018,22.78,Female,50-54 years,All,All
S12000034,2016-2018,39.7,Female,30-34 years,All,All
S12000006,2016-2018,4.93,Female,80-84 years,All,All
S12000006,2016-2018,7.06,Female,75-79 years,All,All
S12000005,2016-2018,36.59,Female,30-34 years,All,All
S12000005,2016-2018,15.71,Female,60-64 years,All,All
S12000005,2016-2018,18.86,Female,55-59 years,All,All
S12000005,2016-2018,12.8,Female,65-69 years,All,All
S12000005,2016-2018,32.73,Female,35-39 years,All,All
S12000034,2016-2018,8.73,Female,70-74 years,All,All
S12000005,2016-2018,22.13,Female,50-54 years,All,All
S12000005,2016-2018,10.12,Female,70-74 years,All,All
S12000036,2016-2018,22.62,Female,50-54 years,All,All
S12000048,2016-2018,13.71,Female,65-69 years,All,All
S12000036,2016-2018,26.47,Female,45-49 years,All,All
S12000048,2016-2018,28.32,Female,45-49 years,All,All
S12000036,2016-2018,8.68,Female,70-74 years,All,All
S12000048,2016-2018,20.76,Female,55-59 years,All,All
S12000033,2016-2018,2.91,Female,85-89 years,All,All
S12000036,2016-2018,3.53,Female,80-84 years,All,All
S12000033,2016-2018,4.41,Female,80-84 years,All,All
S12000036,2016-2018,11.97,Female,65-69 years,All,All
S12000036,2016-2018,5.79,Female,75-79 years,All,All
S12000036,2016-2018,18.93,Female,55-59 years,All,All
S12000036,2016-2018,15.42,Female,60-64 years,All,All
S12000036,2016-2018,2,Female,85-89 years,All,All
S12000005,2016-2018,48.75,Female,15-19 years,All,All
S12000048,2016-2018,44.58,Female,25-29 years,All,All
S12000005,2016-2018,52.93,Female,10-14 years,All,All
S12000005,2016-2018,44.61,Female,20-24 years,All,All
S12000036,2016-2018,1.13,Female,90 years,All,All
S12000048,2016-2018,17.2,Female,60-64 years,All,All
S12000005,2016-2018,57.25,Female,5-9 years,All,All
S12000005,2016-2018,40.46,Female,25-29 years,All,All
S12000033,2016-2018,45.13,Female,20-24 years,All,All
S12000033,2016-2018,58.87,Female,5-9 years,All,All
S12000033,2016-2018,62.61,Female,1-4 years,All,All
S12000033,2016-2018,54.19,Female,10-14 years,All,All
S12000033,2016-2018,40.74,Female,25-29 years,All,All
S12000033,2016-2018,49.59,Female,15-19 years,All,All
S12000035,2016-2018,32.94,Female,35-39 years,All,All
S12000035,2016-2018,28.98,Female,40-44 years,All,All
S12000035,2016-2018,45.8,Female,20-24 years,All,All
S12000035,2016-2018,21.38,Female,50-54 years,All,All
S12000035,2016-2018,25.11,Female,45-49 years,All,All
S12000033,2016-2018,14.54,Female,60-64 years,All,All
S12000033,2016-2018,17.7,Female,55-59 years,All,All
S12000033,2016-2018,21.11,Female,50-54 years,All,All
S12000033,2016-2018,6.43,Female,75-79 years,All,All
S12000033,2016-2018,8.88,Female,70-74 years,All,All
S12000033,2016-2018,32.35,Female,35-39 years,All,All
S12000033,2016-2018,28.4,Female,40-44 years,All,All
S12000033,2016-2018,36.44,Female,30-34 years,All,All
S12000033,2016-2018,11.55,Female,65-69 years,All,All
S12000033,2016-2018,24.68,Female,45-49 years,All,All
